,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
242,Los Rosales,98.0,4,2.0,0,230000,1.0,1.0,1.0,0,"calle Ciudadanía, Los Rosales, Madrid"
243,Los Ángeles,55.0,3,1.0,2,91000,0.0,1.0,0.0,0,"calle Arechavaleta, Los Ángeles, Madrid"
244,Los Rosales,115.0,4,1.0,1,184900,0.0,1.0,1.0,0,"calle Platino, Los Rosales, Madrid"
246,San Cristóbal,68.0,3,1.0,4,83900,0.0,1.0,0.0,0,"calle de Rocafort, San Cristóbal, Madrid"
247,San Andrés,120.0,3,1.0,2,180000,0.0,1.0,1.0,1,"calle de Gregorio Ortiz, 31, San Andrés, Madrid"
248,San Cristóbal,64.0,3,1.0,1,76000,0.0,1.0,0.0,0,"BENIFERRI, San Cristóbal, Madrid"
249,Los Ángeles,92.0,4,1.0,5,163000,1.0,1.0,0.0,0,"paseo de Gigantes y Cabezudos, 42, Los Ángeles, Madrid"
250,Butarque,154.0,3,2.0,3,280000,1.0,1.0,1.0,1,"calle Limonita, 6, Butarque, Madrid"
251,Los Rosales,105.0,3,2.0,0,180000,0.0,1.0,1.0,0,"Azufre, 3, Los Rosales, Madrid"
252,Villaverde,70.0,2,1.0,0,128000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
253,Villaverde,93.0,3,1.0,2,166200,1.0,1.0,1.0,0,"Los Ángeles, Villaverde, Madrid"
255,Villaverde,86.0,3,1.0,4,129000,1.0,0.0,1.0,0,"San Andrés, Villaverde, Madrid"
256,Villaverde,75.0,3,2.0,1,132000,0.0,1.0,0.0,0,"Los Ángeles, Villaverde, Madrid"
257,Villaverde,85.0,3,1.0,0,135000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
258,Villaverde,65.0,2,1.0,0,99000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
260,San Cristóbal,68.0,3,1.0,2,88000,0.0,1.0,0.0,0,"calle de Beniferri, San Cristóbal, Madrid"
261,Los Ángeles,75.0,3,1.0,5,110000,0.0,0.0,0.0,0,"calle el Huésped del Sevillano, Madrid, Los Ángeles, Madrid"
262,San Andrés,83.0,2,1.0,1,146000,1.0,1.0,1.0,0,"calle Magnesia, 12 , bis, San Andrés, Madrid"
263,San Andrés,95.0,3,1.0,0,112000,0.0,0.0,1.0,0,"calle del Talco, 85, San Andrés, Madrid"
264,San Cristóbal,30.0,1,1.0,0,59000,0.0,1.0,0.0,0,"calle de Rocafort, 14 j, San Cristóbal, Madrid"
265,Butarque,53.0,1,1.0,6,146000,1.0,1.0,1.0,1,"maricara, Butarque, Madrid"
266,Butarque,125.0,3,3.0,7,275000,1.0,1.0,1.0,0,"Ático en venta en calle Estefanita, 6, Butarque, Madrid"
267,Villaverde,153.0,4,2.0,1,178000,1.0,1.0,0.0,1,"San Andrés, Villaverde, Madrid"
268,Villaverde,86.0,3,1.0,4,129000,1.0,0.0,1.0,0,"San Andrés, Villaverde, Madrid"
269,San Cristóbal,66.0,2,1.0,2,96000,0.0,1.0,0.0,0,"calle de Rocafort, San Cristóbal, Madrid"
270,San Cristóbal,63.0,3,1.0,4,82000,0.0,1.0,0.0,0,"calle de Benimamet, 6, San Cristóbal, Madrid"
272,Villaverde,95.0,3,1.0,0,199000,0.0,1.0,0.0,1,"Urb. privada, San Andrés, Villaverde, Madrid"
273,San Andrés,65.0,2,1.0,2,232000,1.0,1.0,0.0,1,"COBALTO, 22, San Andrés, Madrid"
274,San Andrés,69.0,2,1.0,1,240000,1.0,1.0,0.0,0,"avenida REAL DE PINTO, 41, San Andrés, Madrid"
277,San Andrés,90.0,3,2.0,4,172000,1.0,1.0,0.0,1,"transversal sexta, 1, San Andrés, Madrid"
278,Villaverde,60.0,3,1.0,2,82260,1.0,1.0,1.0,0,"Urb. Calle de Burjasot, San Cristóbal, Villaverde, Madrid"
279,Los Ángeles,65.0,2,1.0,0,109000,1.0,1.0,0.0,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid"
280,Los Ángeles,115.0,4,1.0,1,133000,1.0,1.0,1.0,0,"Gigante y Cabezudo, 70, Los Ángeles, Madrid"
281,San Cristóbal,83.0,3,2.0,1,111000,1.0,1.0,0.0,0,"plaza Pinazo, San Cristóbal, Madrid"
282,San Andrés,55.0,2,1.0,2,110000,0.0,1.0,0.0,0,"calle Doctor Pérez Domínguez s/n, San Andrés, Madrid"
283,Villaverde,80.0,2,2.0,1,179990,1.0,1.0,0.0,1,"Butarque, Villaverde, Madrid"
284,San Andrés,68.0,3,1.0,1,156000,0.0,1.0,0.0,0,"calle José del Pino Jiménez, San Andrés, Madrid"
285,San Andrés,89.0,2,2.0,1,228000,1.0,1.0,0.0,0,"Magnesia, 18, San Andrés, Madrid"
286,San Cristóbal,61.0,3,1.0,4,89000,0.0,1.0,0.0,0,"calle de Rocafort, San Cristóbal, Madrid"
288,San Cristóbal,68.0,3,1.0,2,94000,0.0,1.0,0.0,0,"calle Beniferri, San Cristóbal, Madrid"
289,Villaverde,92.0,3,2.0,4,175000,1.0,1.0,1.0,0,"Urb. Los Angeles, Los Ángeles, Villaverde, Madrid"
290,Villaverde,70.0,3,1.0,2,90000,0.0,1.0,0.0,0,"San Cristóbal, Villaverde, Madrid"
291,Los Rosales,63.0,3,1.0,1,167000,1.0,1.0,0.0,0,"Sahara, Los Rosales, Madrid"
292,Villaverde,57.0,3,1.0,5,96000,0.0,1.0,0.0,0,"Los Ángeles, Villaverde, Madrid"
293,San Andrés,63.0,3,1.0,3,84000,0.0,1.0,0.0,0,"calle de los Cacereños, San Andrés, Madrid"
295,Los Rosales,125.0,3,2.0,1,210000,1.0,1.0,0.0,1,"Generosidad, 14, Los Rosales, Madrid"
299,Villaverde,80.0,3,1.0,1,95000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid"
302,Butarque,61.0,3,1.0,4,100000,0.0,1.0,0.0,0,"calle Concepción de la Oliva, Butarque, Madrid"
304,Villaverde,85.0,3,1.0,1,154900,0.0,1.0,1.0,1,"Urb. Platino, Los Rosales, Villaverde, Madrid"
305,Los Ángeles,80.0,2,1.0,3,115000,1.0,1.0,1.0,0,"calle Ampuero, Los Ángeles, Madrid"
306,Los Rosales,55.0,2,1.0,3,96000,0.0,1.0,1.0,0,"calle Platino, Los Rosales, Madrid"
307,San Andrés,60.0,0,1.0,0,85000,0.0,1.0,0.0,0,"Estudio en venta en calle del Grafito, Madrid, San Andrés, Madrid"
308,San Cristóbal,60.0,2,1.0,3,95000,0.0,1.0,0.0,0,"calle de Benimamet, Madrid, San Cristóbal, Madrid"
309,Villaverde,55.0,3,1.0,1,78000,0.0,1.0,0.0,0,"San Cristóbal, Villaverde, Madrid"
310,Villaverde,93.0,3,1.0,0,128500,0.0,1.0,0.0,0,"Butarque, Villaverde, Madrid"
311,Villaverde,55.0,2,1.0,0,95000,0.0,1.0,0.0,0,"Los Rosales, Villaverde, Madrid"
312,San Cristóbal,82.0,3,1.0,3,83900,0.0,1.0,0.0,0,"calle de Rocafort, San Cristóbal, Madrid"
313,Los Rosales,53.0,2,1.0,1,96000,0.0,1.0,0.0,0,"calle Encarnación Oviol s/n, Los Rosales, Madrid"
315,Los Rosales,58.0,2,1.0,1,118000,0.0,1.0,0.0,0,"calle de Sáhara, Los Rosales, Madrid"
316,Los Rosales,70.0,2,1.0,1,202000,1.0,1.0,1.0,0,"calle de Juan José Martínez Seco, 87, Los Rosales, Madrid"
319,Los Rosales,50.0,2,1.0,3,105000,0.0,1.0,0.0,0,"Encarnación oviol, 45, Los Rosales, Madrid"
320,Butarque,103.0,3,2.0,7,265000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Berrocal, 3, Butarque, Madrid"
321,Butarque,90.0,3,2.0,1,290000,1.0,1.0,0.0,1,"calle Bario, 20, Butarque, Madrid"
322,Butarque,66.0,2,1.0,3,90000,0.0,1.0,0.0,0,"cale concepcion de la oliva, Butarque, Madrid"
323,San Andrés,70.0,2,1.0,0,75000,0.0,1.0,0.0,0,"paseo FERROVIARIOS, San Andrés, Madrid"
324,San Andrés,60.0,2,1.0,2,125000,0.0,1.0,0.0,0,"calle de la Aladierna, San Andrés, Madrid"
325,Butarque,101.0,2,2.0,6,255000,1.0,1.0,0.0,1,"calle Ganados del Salobral, 4, Butarque, Madrid"
327,San Andrés,55.0,2,1.0,3,96600,0.0,1.0,0.0,0,"calle de Albino Hernández Lázaro, San Andrés, Madrid"
328,Los Ángeles,77.0,3,1.0,3,119000,0.0,1.0,1.0,0,"calle la Corte del Faraón, Los Ángeles, Madrid"
329,Los Rosales,56.0,3,1.0,1,100000,1.0,1.0,1.0,0,"calle Villajoyosa, Los Rosales, Madrid"
331,Los Rosales,72.0,3,1.0,1,95000,1.0,1.0,1.0,0,"calle Villajoyosa, Los Rosales, Madrid"
332,San Andrés,70.0,3,1.0,3,135000,0.0,1.0,1.0,0,"calle Acebes, 2, San Andrés, Madrid"
333,Los Rosales,75.0,2,2.0,0,195000,0.0,1.0,0.0,0,"calle del Estroncio, 9, Los Rosales, Madrid"
334,San Andrés,120.0,3,1.0,1,195000,0.0,1.0,1.0,0,"calle Doctor Pérez Domínguez, 6, San Andrés, Madrid"
335,San Andrés,91.0,2,2.0,1,215000,1.0,1.0,0.0,1,"calle Lagunas de Neila, 20, San Andrés, Madrid"
336,San Andrés,95.0,2,1.0,2,122000,0.0,1.0,1.0,0,"calle Emilia Ballester, 13, San Andrés, Madrid"
337,Los Ángeles,61.0,3,1.0,1,125000,0.0,1.0,0.0,0,"paseo Talleres, 14 , 1ºA, Los Ángeles, Madrid"
338,Los Rosales,73.0,2,1.0,1,120000,0.0,1.0,1.0,0,"calle Diamante, 68, Los Rosales, Madrid"
339,San Andrés,66.0,3,1.0,1,93000,0.0,1.0,1.0,0,"calle Emilia Ballester, 18, San Andrés, Madrid"
340,Los Ángeles,68.0,2,1.0,4,125000,0.0,1.0,1.0,0,"paseo Talleres, 4, Los Ángeles, Madrid"
341,San Andrés,70.0,3,1.0,3,104840,0.0,1.0,1.0,0,"calle de Tordegrillos, San Andrés, Madrid"
344,Los Rosales,56.0,3,1.0,1,105000,1.0,1.0,1.0,0,"calle Villajoyosa, Los Rosales, Madrid"
345,Los Ángeles,100.0,4,1.0,1,165000,1.0,1.0,1.0,0,"calle de la Alegría de la Huerta, 24, Los Ángeles, Madrid"
346,Los Ángeles,125.0,4,2.0,1,173000,1.0,1.0,0.0,0,"travesía Arechavaleta, Los Ángeles, Madrid"
347,Los Ángeles,54.0,3,1.0,0,71000,0.0,1.0,0.0,0,"calle Litos, Los Ángeles, Madrid"
348,San Cristóbal,130.0,4,2.0,2,168000,1.0,1.0,0.0,0,"plaza Pinazo, San Cristóbal, Madrid"
349,Los Ángeles,68.0,2,1.0,1,99900,0.0,1.0,0.0,0,"calle Arechavaleta, Los Ángeles, Madrid"
350,Villaverde,85.0,3,1.0,3,128000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid"
351,San Andrés,75.0,3,1.0,3,120000,0.0,1.0,1.0,0,"calle Doctor Criado, Madrid, 6, San Andrés, Madrid"
352,Los Ángeles,80.0,2,1.0,1,95000,0.0,1.0,0.0,0,"calle Alcocer, Los Ángeles, Madrid"
354,San Cristóbal,69.0,4,1.0,3,85900,0.0,1.0,1.0,0,"rocafort, San Cristóbal, Madrid"
355,Los Rosales,115.0,4,1.0,1,184900,0.0,1.0,1.0,0,"calle Plantino, 25, Los Rosales, Madrid"
356,San Cristóbal,70.0,3,1.0,2,142500,0.0,0.0,0.0,0,"calle de Rocafort, 17, San Cristóbal, Madrid"
357,Villaverde,56.0,2,1.0,4,109000,0.0,1.0,0.0,0,"Los Ángeles, Villaverde, Madrid"
358,San Andrés,90.0,2,1.0,4,140000,0.0,1.0,0.0,0,"calle del Arroyo Bueno, 43, San Andrés, Madrid"
360,Los Rosales,71.0,2,1.0,1,120000,0.0,1.0,1.0,0,"calle maría martínez oviol, 11, Los Rosales, Madrid"
361,San Cristóbal,76.0,3,1.0,2,110000,1.0,1.0,1.0,0,"calle de Paterna, 48, San Cristóbal, Madrid"
362,San Andrés,114.0,4,2.0,2,299000,1.0,1.0,1.0,0,"calle Huerta de Villaverde, 20, San Andrés, Madrid"
363,San Andrés,90.0,3,2.0,3,180000,1.0,1.0,0.0,1,"calle Transversal Sexta, 2, San Andrés, Madrid"
364,San Cristóbal,70.0,3,1.0,1,85000,0.0,1.0,1.0,0,"plaza Pinazo, 27, San Cristóbal, Madrid"
365,San Andrés,80.0,3,1.0,0,100000,0.0,1.0,0.0,0,"calle Amadeo Fernández, 2, San Andrés, Madrid"
366,Los Ángeles,96.0,4,2.0,7,170000,1.0,1.0,1.0,0,"calle Pan y Toros, 3, Los Ángeles, Madrid"
367,Butarque,50.0,1,1.0,2,125000,1.0,1.0,0.0,0,"calle Tántalo, 10, Butarque, Madrid"
368,Los Rosales,85.0,3,2.0,1,230000,1.0,1.0,1.0,1,"calle Selma Lagerloff, 15, Los Rosales, Madrid"
369,Butarque,90.0,3,2.0,5,300000,1.0,1.0,0.0,1,"calle Berrocal, 10, Butarque, Madrid"
370,San Cristóbal,60.0,3,1.0,1,120000,1.0,1.0,0.0,0,"calle de Beniferri, 12, San Cristóbal, Madrid"
371,San Andrés,90.0,2,2.0,7,240000,1.0,1.0,1.0,1,"Ático en venta en calle Lenguas, 12, San Andrés, Madrid"
372,San Cristóbal,60.0,3,1.0,4,140000,0.0,1.0,0.0,0,"calle de Godella, 227, San Cristóbal, Madrid"
373,Los Ángeles,105.0,3,2.0,2,135000,0.0,1.0,0.0,0,"calle Pimienta, 4, Los Ángeles, Madrid"
374,Butarque,140.0,3,3.0,4,340000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Berrocal, 72, Butarque, Madrid"
375,San Andrés,112.0,3,2.0,1,230000,0.0,1.0,1.0,0,"calle Emilia Ballester, 48, San Andrés, Madrid"
376,San Cristóbal,60.0,3,1.0,4,145000,0.0,1.0,0.0,0,"calle de Godella, 219, San Cristóbal, Madrid"
377,Los Rosales,62.0,2,1.0,2,142450,0.0,1.0,0.0,0,"calle Azufre, 3, Los Rosales, Madrid"
379,Los Ángeles,81.0,3,1.0,3,160000,1.0,1.0,1.0,0,"calle Pan y Toros, 10, Los Ángeles, Madrid"
380,Los Rosales,75.0,3,1.0,3,180000,0.0,1.0,1.0,1,"calle de Juan José Martínez Seco, 11, Los Rosales, Madrid"
381,San Andrés,72.0,3,1.0,2,130000,1.0,1.0,1.0,0,"calle Talco, 12, San Andrés, Madrid"
382,Butarque,95.0,2,2.0,3,250000,1.0,1.0,0.0,1,"calle Berrocal, 3, Butarque, Madrid"
383,San Andrés,49.0,1,1.0,2,190000,1.0,1.0,0.0,1,"calle Lenguas, 22, San Andrés, Madrid"
384,San Andrés,90.0,3,1.0,2,169000,0.0,1.0,1.0,0,"calle Sulfato, 22, San Andrés, Madrid"
385,San Andrés,78.0,2,1.0,3,168000,0.0,1.0,1.0,0,"calle Magnesia, 14, San Andrés, Madrid"
386,San Andrés,100.0,3,1.0,3,210000,0.0,1.0,0.0,0,"calle del Cobalto, 14, San Andrés, Madrid"
387,Villaverde,70.0,3,1.0,1,95000,1.0,1.0,0.0,0,"San Cristóbal, Villaverde, Madrid"
389,Villaverde,56.0,3,1.0,1,78000,0.0,1.0,0.0,0,"San Cristóbal, Villaverde, Madrid"
390,San Andrés,110.0,3,2.0,2,189000,1.0,1.0,0.0,1,"calle Intermedia Norte, 18, San Andrés, Madrid"
391,Butarque,115.0,3,3.0,3,245000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Berrocal, 64, Butarque, Madrid"
392,Villaverde,70.0,3,1.0,2,97000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
393,San Cristóbal,75.0,3,1.0,4,155000,1.0,1.0,0.0,0,"calle de Paterna, 17, San Cristóbal, Madrid"
394,Los Ángeles,116.0,4,2.0,1,170000,1.0,1.0,1.0,0,"travesía Arechavaleta, 2, Los Ángeles, Madrid"
395,Butarque,48.0,2,1.0,4,120000,1.0,1.0,0.0,0,"calle Uranio, 9, Butarque, Madrid"
396,Los Rosales,80.0,3,1.0,0,125000,0.0,1.0,1.0,0,"calle Turba, 1, Los Rosales, Madrid"
397,Butarque,81.0,3,1.0,2,139500,0.0,1.0,0.0,0,"calle Eduardo Maristany, 1, Butarque, Madrid"
398,Los Ángeles,95.0,4,2.0,7,198000,1.0,1.0,1.0,0,"Pan y Toros, 17, Los Ángeles, Madrid"
399,San Cristóbal,60.0,4,1.0,5,75000,0.0,1.0,0.0,0,"calle de Rocafort, 25, San Cristóbal, Madrid"
400,San Andrés,50.0,2,1.0,3,123000,1.0,1.0,0.0,0,"calle Gilena, 9, San Andrés, Madrid"
401,San Andrés,50.0,1,1.0,6,148000,1.0,1.0,0.0,1,"calle Lenguas, 22, San Andrés, Madrid"
404,San Andrés,50.0,2,1.0,2,140000,0.0,1.0,0.0,0,"plaza Ágata, 11, San Andrés, Madrid"
405,Los Ángeles,94.0,4,1.0,1,190000,1.0,1.0,0.0,0,"avenida de la Verbena de la Paloma, 10, Los Ángeles, Madrid"
406,Los Ángeles,80.0,3,1.0,1,150000,0.0,1.0,1.0,0,"calle Manojo de Rosas, 19, Los Ángeles, Madrid"
407,Los Rosales,65.0,2,1.0,0,110000,0.0,1.0,0.0,0,"calle Villarramiel, 5, Los Rosales, Madrid"
408,San Andrés,105.0,3,2.0,2,190000,1.0,1.0,0.0,1,"calle Transversal Sexta, 24, San Andrés, Madrid"
409,Los Ángeles,100.0,3,1.0,0,142000,1.0,1.0,1.0,0,"calle Alegría de la Huerta, 10, Los Ángeles, Madrid"
410,Villaverde,64.0,3,1.0,1,95000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid"
411,Villaverde,85.0,2,2.0,2,229000,1.0,1.0,1.0,0,"Los Rosales, Villaverde, Madrid"
412,San Andrés,72.0,3,1.0,2,140000,0.0,1.0,1.0,0,"calle de Juan Peñalver, 8, San Andrés, Madrid"
413,Villaverde,92.0,3,1.0,0,119000,1.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
414,San Andrés,106.0,3,1.0,1,145000,1.0,1.0,1.0,0,"calle Potes, 9, San Andrés, Madrid"
415,Los Ángeles,67.0,2,1.0,5,115000,0.0,1.0,0.0,0,"calle Doña Francisquita, 5, Los Ángeles, Madrid"
416,San Andrés,60.0,2,1.0,0,150000,0.0,1.0,0.0,0,"calle Huerta de Villaverde, 22, San Andrés, Madrid"
419,San Andrés,60.0,2,1.0,1,120000,0.0,1.0,0.0,0,"calle Lenguas, 11, San Andrés, Madrid"
420,San Cristóbal,60.0,3,1.0,1,105000,0.0,1.0,0.0,0,"beniferri, San Cristóbal, Madrid"
421,Los Ángeles,61.0,3,1.0,1,108000,1.0,1.0,0.0,0,"calle alcocer, Los Ángeles, Madrid"
422,San Andrés,115.0,3,1.0,4,147000,1.0,1.0,1.0,0,"calle Potes, San Andrés, Madrid"
423,San Andrés,55.0,2,1.0,3,95000,0.0,1.0,0.0,0,"calle Emilia Ballester, San Andrés, Madrid"
424,Los Rosales,65.0,3,1.0,1,99500,1.0,1.0,0.0,0,"calle Villajoyosa, 65, Los Rosales, Madrid"
425,San Andrés,118.0,3,2.0,0,179000,1.0,1.0,0.0,1,"Dúplex en venta en calle Transversal Sexta, 1, San Andrés, Madrid"
427,San Andrés,80.0,3,1.0,3,100000,0.0,1.0,0.0,0,"calle Parvillas Altas, 15, San Andrés, Madrid"
428,Butarque,147.0,4,2.0,4,340000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Berrocal, 12, Butarque, Madrid"
429,Los Rosales,81.0,3,1.0,2,139500,0.0,1.0,1.0,0,"calle Eduardo Maristany, 1, Los Rosales, Madrid"
430,Los Ángeles,108.0,4,2.0,2,156000,0.0,1.0,0.0,0,"huesped del sevillano, 21, Los Ángeles, Madrid"
431,Los Rosales,133.0,4,2.0,6,280000,1.0,1.0,0.0,1,"calle María de Echarri, 1, Los Rosales, Madrid"
432,San Cristóbal,90.0,3,2.0,5,139000,1.0,1.0,0.0,0,"calle de Godella, 100, San Cristóbal, Madrid"
433,San Cristóbal,63.0,2,1.0,1,102000,0.0,1.0,0.0,0,"calle Moncada, 109, San Cristóbal, Madrid"
436,San Andrés,115.0,3,1.0,4,148000,1.0,1.0,1.0,0,"calle Potes, 5, San Andrés, Madrid"
437,San Cristóbal,70.0,3,1.0,4,95000,0.0,1.0,0.0,0,"calle de Benimamet, 68, San Cristóbal, Madrid"
438,San Cristóbal,71.0,3,1.0,5,100000,1.0,1.0,0.0,0,"calle de Rocafort, 16, San Cristóbal, Madrid"
439,San Cristóbal,70.0,3,1.0,5,97000,0.0,1.0,0.0,0,"calle de Godella, 160, San Cristóbal, Madrid"
440,Los Rosales,100.0,3,2.0,4,179000,1.0,1.0,1.0,0,"calle de la Unanimidad, 51, Los Rosales, Madrid"
441,San Cristóbal,63.0,3,1.0,5,119000,0.0,1.0,0.0,0,"calle Moncada, 107, San Cristóbal, Madrid"
442,San Andrés,60.0,2,1.0,3,95000,0.0,1.0,1.0,0,"calle Manola y Rosario, 1, San Andrés, Madrid"
443,Los Ángeles,105.0,3,2.0,5,260000,1.0,1.0,1.0,0,"calle Anoeta, 26, Los Ángeles, Madrid"
444,San Andrés,93.0,2,2.0,1,210000,1.0,1.0,0.0,1,"calle Huerta de Villaverde, 1, San Andrés, Madrid"
445,Butarque,80.0,2,2.0,1,250000,1.0,1.0,0.0,1,"calle Uranio, 20, Butarque, Madrid"
446,Los Ángeles,54.0,2,1.0,3,148000,0.0,1.0,0.0,0,"calle Doña Francisquita, 3, Los Ángeles, Madrid"
447,Villaverde,64.0,2,1.0,0,99000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
448,San Cristóbal,68.0,3,1.0,1,88000,0.0,1.0,0.0,0,"calle Moncada, San Cristóbal, Madrid"
450,Villaverde,100.0,3,2.0,5,299995,1.0,1.0,1.0,1,"Urb. pryconsa, Los Rosales, Villaverde, Madrid"
451,San Andrés,62.0,2,2.0,2,148000,0.0,1.0,0.0,0,"calle del Talco, San Andrés, Madrid"
452,Villaverde,78.0,3,1.0,1,127000,1.0,0.0,1.0,0,"San Andrés, Villaverde, Madrid"
453,San Andrés,83.0,3,1.0,3,155000,0.0,1.0,1.0,0,"paseo de Alberto Palacios, San Andrés, Madrid"
454,Villaverde,68.0,3,1.0,2,97000,0.0,1.0,0.0,0,"Butarque, Villaverde, Madrid"
456,Villaverde,66.0,2,1.0,1,95000,0.0,1.0,1.0,0,"Urb. Periana, San Cristóbal, Villaverde, Madrid"
457,San Andrés,65.0,3,1.0,3,110000,0.0,1.0,1.0,0,"calle del Arroyo Bueno, 37, San Andrés, Madrid"
458,Los Ángeles,65.0,2,1.0,8,125000,1.0,1.0,1.0,0,"calle San Luciano, 9, Los Ángeles, Madrid"
459,Los Rosales,70.0,2,2.0,0,196000,0.0,1.0,0.0,1,"calle de la Unanimidad, 55, Los Rosales, Madrid"
460,San Andrés,49.0,2,1.0,0,120000,0.0,1.0,0.0,0,"calle Huerta de Villaverde, 8, San Andrés, Madrid"
461,Los Rosales,100.0,3,2.0,4,210000,1.0,1.0,1.0,0,"calle de la unanimidad, 45, Los Rosales, Madrid"
462,Los Rosales,90.0,4,2.0,0,230000,1.0,1.0,0.0,1,"calle del Consenso, 6, Los Rosales, Madrid"
463,San Andrés,65.0,3,1.0,1,107583,0.0,1.0,1.0,0,"calle de Domingo Párraga, 26, San Andrés, Madrid"
464,San Cristóbal,68.0,2,1.0,8,120000,1.0,1.0,0.0,0,"calle Burjasot, 6, San Cristóbal, Madrid"
465,San Andrés,90.0,3,1.0,1,140000,0.0,1.0,1.0,0,"calle del Doctor Martín Arévalo, 26, San Andrés, Madrid"
466,Los Ángeles,55.0,2,1.0,0,135000,1.0,1.0,0.0,0,"avenida de la Verbena de la Paloma, 41, Los Ángeles, Madrid"
467,San Andrés,70.0,2,1.0,3,126000,0.0,1.0,1.0,0,"avenida Real de Pinto, 56, San Andrés, Madrid"
468,San Andrés,123.0,4,2.0,3,220000,0.0,1.0,1.0,1,"camino Leganés, 25, San Andrés, Madrid"
469,Los Rosales,74.0,2,2.0,2,198000,1.0,1.0,0.0,0,"Clara Schumann s/n, Los Rosales, Madrid"
470,Los Ángeles,64.0,2,1.0,2,150000,0.0,1.0,0.0,0,"avenida de la Verbena de la Paloma, 26, Los Ángeles, Madrid"
471,San Andrés,80.0,3,2.0,0,160000,1.0,1.0,0.0,1,"Dúplex en venta en calle Transversal Sexta, 1, San Andrés, Madrid"
472,Los Rosales,113.0,3,2.0,1,359900,1.0,1.0,0.0,1,"calle Augustóbriga, 9, Los Rosales, Madrid"
473,San Andrés,89.0,3,2.0,4,174000,1.0,1.0,1.0,1,"calle Transversal Sexta, 3, San Andrés, Madrid"
474,San Andrés,109.0,3,1.0,1,185000,0.0,1.0,0.0,0,"calle juan peñalver, 16, San Andrés, Madrid"
475,San Andrés,120.0,3,1.0,4,180000,0.0,1.0,1.0,0,"calle Francisco Ordóñez, 5, San Andrés, Madrid"
476,San Andrés,101.0,2,2.0,0,245000,1.0,1.0,1.0,1,"calle Salsipuedes, 2, San Andrés, Madrid"
477,Villaverde,75.0,2,1.0,3,146000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid"
478,Los Rosales,52.0,2,1.0,4,85000,1.0,1.0,0.0,0,"calle Santa Florencia, 21, Los Rosales, Madrid"
479,Los Rosales,75.0,3,1.0,1,139900,0.0,1.0,0.0,0,"calle de Sáhara, 100, Los Rosales, Madrid"
480,Los Ángeles,75.0,3,1.0,4,113000,0.0,1.0,1.0,0,"calle Arechavaleta, Los Ángeles, Madrid"
481,Villaverde,30.0,1,1.0,0,72000,0.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid"
482,Los Rosales,54.0,3,1.0,3,91957,0.0,1.0,0.0,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid"
483,San Andrés,65.0,3,1.0,3,109900,0.0,1.0,0.0,0,"carmen bordiu, San Andrés, Madrid"
484,San Andrés,65.0,2,1.0,4,105000,0.0,1.0,1.0,0,"palomares, San Andrés, Madrid"
485,San Cristóbal,60.0,2,1.0,0,70000,0.0,1.0,0.0,0,"calle Moncada, 99, San Cristóbal, Madrid"
486,San Andrés,69.0,2,1.0,0,132000,0.0,1.0,0.0,0,"GOMEZ ACEBO, San Andrés, Madrid"
487,San Cristóbal,65.0,3,1.0,1,120000,1.0,1.0,0.0,0,"calle de Beniferri, San Cristóbal, Madrid"
488,San Andrés,90.0,3,1.0,1,159000,0.0,0.0,1.0,0,"calle Doctor Criado, San Andrés, Madrid"
489,San Andrés,100.0,3,2.0,3,230000,1.0,1.0,0.0,1,"calle del Doctor Martín Arévalo, 59, San Andrés, Madrid"
493,San Cristóbal,65.0,3,1.0,2,120000,0.0,1.0,1.0,0,"calle de Godella, San Cristóbal, Madrid"
494,San Andrés,60.0,2,1.0,3,138000,0.0,1.0,1.0,1,"paseo de Alberto Palacios, 68, San Andrés, Madrid"
495,Los Rosales,83.0,3,1.0,1,116675,0.0,1.0,0.0,0,"JOSÉ DEL PINO, Los Rosales, Madrid"
496,San Cristóbal,76.0,2,1.0,2,109491,1.0,1.0,0.0,0,"Paterna, San Cristóbal, Madrid"
497,Villaverde,95.0,4,1.0,4,138000,0.0,1.0,1.0,0,"Los Rosales, Villaverde, Madrid"
498,Butarque,80.0,2,2.0,1,250000,1.0,1.0,1.0,1,"calle Euskalduna, 1, Butarque, Madrid"
